name,ticker,link,price_24h,change_24h,volume_24h,fdv,market_cap,funding_price,roi,total_raised,date,investor_1,investor_2,investor_3,investor_4
"Saber Labs","SBR","https://icodrops.com/saber-labs/","$0.000151","-8.55%","$29.82 K","$15.84 K","$401.34 K","0.005","0.03x","$7.7 M","Aug 8, 2021","Multicoin Capital","CMS Holdings","Divergence Ventures","More Details"
"EQIFI","EQX","https://icodrops.com/eqifi/","$0.001446","-2.08%","$9.47","$67.55 K","$723 K","0.15","0.01x","$10 M","Aug 7, 2021","Magnus Capital","x21 Digital","Fomocraft Ventures","More Details"
"Landshare","LAND","https://icodrops.com/landshare/","$0.001148","-8.61%","$23.21","$18.16 K","$6.13 K","8.54","0.01x","$750 K","Aug 5, 2021","OIG Oracles Investment Group","ICO Pantera","",""
"HoDooi.com","HOD","https://icodrops.com/hodooi-com/","$0.0001471","-7.28%","$104.29","$180.9 K","$72.35 K","0.045","0.01x","$4.82 M","Aug 5, 2021","Morningstar Ventures","AU21 Capital","MV Global","More Details"
"ETHPad","ETHPAD","https://icodrops.com/ethpad/","$0.0004468","-1.38%","$288.94","$32.07 K","$89.1 K","0.0014","0.32x","$450.5 K","Aug 4, 2021","BlueZilla","","",""
"Only1","LIKE","https://icodrops.com/only1/","$0.000649","4.84%","$32.09 K","$248.3 K","$214.92 K","0.23","—","$4.43 M","Aug 4, 2021","GBV Capital","Newman Capital","NGC Ventures","More Details"
"Efinity","EFI","https://icodrops.com/efinity/","$0.005287","26.36%","$5.83","$10.57 M","$459.52 K","0.2","0.03x","$38.9 M","Aug 4, 2021","Alliance","Arrington Capital","Blockchain.com Ventures","More Details"
"zkRace (former DeRace)","ZERC","https://icodrops.com/zkrace/","$0.002787","6.33%","$576.45","$336.36 K","$334.44 K","0.05","0.06x","$2.04 M","Aug 3, 2021","CMS Holdings","mgnr.io","Animoca Brands","More Details"
"Eden Network","EDEN","https://icodrops.com/eden-network/","$0.05783","-5.63%","$46.09 K","$4.28 M","$765.24 K","—","—","$17.4 M","Aug 2, 2021","Multicoin Capital","Jump Capital","Wintermute","More Details"
"Spores Network","SPO","https://icodrops.com/spores-network/","$0.00009805","-2.78%","$393.35","$484.75 K","$103.77 K","0.005","0.02x","$2.96 M","Jul 30, 2021","NGC Ventures","P2 Ventures","x21 Digital","More Details"
"CryptoZoon","ZOON","https://icodrops.com/cryptozoon/","$0.0007081","-2.64%","$9.77 K","$885.63 K","$493.53 K","0.001","0.69x","$306 K","Jul 30, 2021","","","",""
"Bitgert","BRISE","https://icodrops.com/bitgert/","$0.00000002","-2.22%","$417.01 K","$20.7 M","$6.17 M","0.00000017","0.09x","$3.15 M","Jul 29, 2021","","","",""
"PureFi","UFI","https://icodrops.com/purefi/","$0.004328","-2.29%","$40.05","$432.8 K","$252.85 K","0.045","0.1x","$1.07 M","Jul 27, 2021","Digital Strategies","MV Global","Infinity Ventures Crypto (IVC)","More Details"
"Yield Guild Games","YGG","https://icodrops.com/yield-guild-games/","$0.02198","-3.16%","$3.1 M","$22.08 M","$20.56 M","0.19","0.12x","$40.83 M","Jul 27, 2021","Andreessen Horowitz (a16z)","Delphi Digital (Delphi Labs)","DWF Labs","More Details"
"Splinterlands","SPS","https://icodrops.com/splinterlands/","$0.003443","-1.76%","$352.23","$9.45 M","$5.4 M","0.018","0.19x","$7.3 M","Jul 26, 2021","Yield Guild Games (YGG)","3Commas","Animoca Brands","More Details"
"Ref Finance","REF","https://icodrops.com/ref-finance/","$0.04072","-0.28%","$8.87","$3.61 M","$3.91 M","0.0457","0.87x","$5.02 M","Jul 26, 2021","Jump Crypto","Dragonfly Capital","OKX Ventures","More Details"
"Coin98 Labs","C98","https://icodrops.com/coin98-labs/","$0.01456","-3.49%","$8.38 M","$14.56 M","$14.56 M","0.075","0.19x","$20.25 M","Jul 23, 2021","DWF Labs","Multicoin Capital","CoinGecko Ventures","More Details"
"ShapeShift","FOX","https://icodrops.com/shapeshift/","$0.005214","-3.16%","$41.81 K","$4.12 M","$4.03 M","—","—","$12.8 M","Jul 22, 2021","Blockchain Capital","Pantera Capital","Digital Currency Group (DCG)","More Details"
"Mint Club","MINT","https://icodrops.com/mint-club/","$0.002179","-0.46%","$1.75 K","$1.31 M","$1.3 M","0.00002","107x","$57.6 M","Jul 21, 2021","","","",""
"Karura","KAR","https://icodrops.com/karura/","$0.004597","0.03%","$464.01","$111.49 K","$536.32 K","—","0.01x","$98.11 M","Jul 20, 2021","1confirmation","Pantera Capital","Polychain Capital","More Details"
"DinoSwap","DINO","https://icodrops.com/dinoswap/","$0.0002481","-0.19%","$112.69","$39.81 K","$38.57 K","0.48","0.01x","$4.7 M","Jul 17, 2021","DeFiance Capital","Hashed","OKX Ventures","More Details"
"Baanx","BXX","https://icodrops.com/baanx/","$0.001487","-1.61%","$516.43","$971 K","$367.61 K","—","0.01x","$20 M","Jul 15, 2021","British Business Bank","Chiron Partners","Exodus","More Details"
"Centrifuge","CFG","https://icodrops.com/centrifuge/","$0.1075","-11.33%","$9.5 M","$95.65 M","$62.04 M","0.38","0.28x","$53.83 M","Jul 14, 2021","Arrington Capital","Strobe (Prev. BlockTower Capital)","Coinbase Ventures","More Details"
"Decubate","DCB","https://icodrops.com/decubate/","$0.00002068","-0.05%","$1.34","$20.55 K","$7.86 K","0.015","0.01x","$1.86 M","Jul 12, 2021","AU21 Capital","MV Global","Waterdrip Capital","More Details"
"Thorstarter","XRUNE","https://icodrops.com/thorstarter/","$0.0003101","-0.17%","$13.03","$14.87 K","$25.02 K","0.01","0.03x","$3 M","Jul 4, 2021","IDEO CoLab Ventures","Brilliance Ventures","True Ventures","More Details"
"Railgun","RAIL","https://icodrops.com/railgun/","$2.03","-1.97%","$130.22 K","$122.42 M","$32.21 M","—","2.99x","$10 M","Jul 3, 2021","Digital Currency Group (DCG)","","",""
"JOE","JOE","https://icodrops.com/joe/","$0.03108","-1.08%","$4.44 M","$14.25 M","$14.21 M","—","—","$6.21 M","Jul 3, 2021","Delphi Digital (Delphi Labs)","DeFiance Capital","Mechanism Capital","More Details"
"StarLink","STARL","https://icodrops.com/starlink/","$0.00000014","-0.60%","$105.58","$1.1 M","$1.4 M","0.000011","0.01x","$80.97 K","Jul 1, 2021","","","",""
"ZoidPay","ZPAY","https://icodrops.com/zoidpay/","$0.005979","-2.10%","$1.04 K","$5.93 M","$3.68 M","0.13","0.05x","—","Jul 1, 2021","","","",""
"Polker","PKR","https://icodrops.com/polker/","$0.00002199","-5.54%","$48.16","$21.99 K","$4.26 K","0.0225","0.01x","$752.25 K","Jul 1, 2021","MV Global","","",""
"SX Network","SX","https://icodrops.com/sx-network/","$0.02049","-0.69%","$11.5","$13.44 M","—","—","—","$9.5 M","Jun 30, 2021","CMS Holdings","Hack VC","Naval Ravikant","More Details"
"Yieldly","YLDY","https://icodrops.com/yieldly/","$0.00000169","-2.31%","$0.65","$17 K","—","0.002","0.01x","$2.25 M","Jun 29, 2021","CMS Holdings","OKX Ventures","Kosmos Ventures","More Details"
"Floki Inu","FLOKI","https://icodrops.com/floki-inu/","$0.00002418","-4.80%","$7.8 M","$228.57 M","$230.3 M","0.000046","0.53x","$6.34 M","Jun 28, 2021","DWF Labs","","",""
"VitaDAO","VITA","https://icodrops.com/vitadao/","$0.2178","-5.09%","$4.6 K","$7.6 M","$5.74 M","0.93","0.23x","$6 M","Jun 24, 2021","","","",""
"Taboo Token","TABOO","https://icodrops.com/taboo-token/","$0.00000674","-1.64%","$10.06","$90.29 K","$65.94 K","0.025","0.01x","$121.22 K","Jun 24, 2021","","","",""
"COVA","COVA","https://icodrops.com/cova/","$0.000366","0.16%","$90.84 K","$2.38 M","$760.54 K","0.000031","11.71x","$80 M","Jun 23, 2021","","","",""
"Chainge","CHNG","https://icodrops.com/chainge/","$0.0001224","-3.30%","$4.41","$260.64 K","$58.02 K","0.07","0.01x","$400 K","Jun 22, 2021","","","",""
"Chainge Finance","XCHNG","https://icodrops.com/chainge-finance/","$0.0001224","-3.30%","$4.41","$146.88 K","$58.02 K","—","0.01x","$60 M","Jun 22, 2021","Alpha Token Capital","Coded Fi","Global Emerging Markets (GEM Digital Limited)",""
"Covalent","CQT","https://icodrops.com/covalent-2/","$0.0003268","-1.50%","$3.2 K","$326.8 K","$279.8 K","0.25","—","$18.94 M","Jun 22, 2021","1kx","YZi Labs (prev Binance Labs)","Delphi Digital (Delphi Labs)","More Details"
"Dot.Finance","PINK","https://icodrops.com/dot-finance/","$0.0003992","-1.93%","$2.04","$3.04 K","—","0.0825","0.01x","$1.6 M","Jun 21, 2021","AU21 Capital","GBV Capital","JRR Group","More Details"
"Nabox","NABOX","https://icodrops.com/nabox/","$0.00000063","-1.36%","$12.31","$630 K","$131.43 K","0.00003","0.02x","$1.38 M","Jun 21, 2021","OKX Ventures","ZB.COM","LD Capital","More Details"
"CrossWallet","CWT","https://icodrops.com/crosswallet/","$0.0008389","-1.67%","$30.22","$41.95 K","$104.86 K","0.002","0.42x","$328.5 K","Jun 21, 2021","","","",""
"Swarm","BZZ","https://icodrops.com/swarm/","$0.04434","0.40%","$69.37 K","$2.8 M","$2.33 M","1.92","0.02x","$15.93 M","Jun 21, 2021","BitScale Capital","HashKey Capital","Alphemy Capital","More Details"
"Polychain Monsters","PMON","https://icodrops.com/polychain-monsters/","$0.02245","1.14%","$3.19","$139.7 K","$76.56 K","0.35","0.06x","$833 K","Jun 19, 2021","Ascensive Assets","Divergence Ventures","Moonrock Capital","More Details"
"Osmosis","OSMO","https://icodrops.com/osmosis/","$0.03344","-3.12%","$2.79 M","$29.46 M","$26.31 M","—","—","$21 M","Jun 19, 2021","1confirmation","Paradigm","Do Kwon","More Details"
"Human Protocol","HMT","https://icodrops.com/human-protocol/","$0.0006686","0.00%","$26.23","$1.45 M","$668.6 K","0.5","0.01x","$100.1 M","Jun 17, 2021","Jump Crypto","Hashed","Hypersphere Ventures","More Details"
"Fluid (ex.Instadapp)","INST","https://icodrops.com/instadapp/","$1.335","0.24%","$1.13 M","$114.2 M","$111.74 M","—","0.05x","$12.4 M","Jun 16, 2021","Balaji Srinivasan","IDEO CoLab Ventures","Pantera Capital","More Details"
"Meme.com","MEM","https://icodrops.com/meme-com/","$0.0005165","-4.09%","$1.04 K","$58.19 K","—","0.48","0.01x","$6.42 M","Jun 16, 2021","BitScale Capital","OKX Ventures","Pluto Digital Assets","More Details"
"Rich Quack","QUACK","https://icodrops.com/rich-quack/","$0","-2.48%","$76.82","$3.17 M","$1.61 M","0.0000000026","0.01x","$10 K","Jun 16, 2021","","","",""
"TrustFi","TFI","https://icodrops.com/trustfi/","$0.002472","-0.83%","$139.22","$217.7 K","$244.12 K","0.08","0.03x","$1.73 M","Jun 14, 2021","CoinGecko Ventures","AU21 Capital","LongHash Ventures","More Details"
"Cratos","","https://icodrops.com/cratos/","$0.00005071","-4.78%","$578.54 K","$8 M","$3.24 M","—","0.06x","—","Jun 12, 2021","","","",""
"MoonStarter","MNST","https://icodrops.com/moonstarter/","$46.05","-0.20%","$226.33 K","$9.23 B","$5.57 B","0.014","276x","$1.07 M","Jun 11, 2021","AU21 Capital","Genblock Capital","Lotus capital","More Details"
"iMe","LIME","https://icodrops.com/ime/","$0.00193","-3.07%","$112.09 K","$1.93 M","$1.46 M","0.02","0.1x","$1.94 M","Jun 11, 2021","OKX Ventures","LVT Capital","NewTribe Capital","More Details"
"Stratos","STOS","https://icodrops.com/stratos/","$0.006053","-2.77%","$310.32","$605.3 K","$234.86 K","0.3","0.02x","$2.13 M","Jun 10, 2021","Fenbushi Capital","Fundamental Labs","Spark Digital Capital","More Details"
"Decentralized Social","DESO","https://icodrops.com/decentralized-social/","$1.35","3.85%","$1.91 K","$31.34 M","$11.99 M","—","0.01x","$200 M","Jun 10, 2021","Andreessen Horowitz (a16z)","Pantera Capital","Polychain Capital","More Details"
"Aldrin","RIN","https://icodrops.com/aldrin/","$0.0015","-1.06%","$12.95","$74.95 K","$19.23 K","2","0.01x","$8.48 M","Jun 9, 2021","A195 Capital","Rarestone Capital","AU21 Capital","More Details"
"PlanetWatch","PLANETS","https://icodrops.com/planetwatch/","$0.00002367","-2.39%","$1.87","$16.64 K","$7.56 K","—","—","$3.2 M","Jun 7, 2021","Borderless Capital","Algorand Foundation","Ambient Network",""
"Automata","ATA","https://icodrops.com/automata/","$0.0006748","4.16%","$22.49 K","$634.3 K","$655.42 K","0.04","0.02x","$3.4 M","Jun 7, 2021","YZi Labs (prev Binance Labs)","Jump Crypto","Divergence Ventures","More Details"
"TRONPAD","TRONPAD","https://icodrops.com/tronpad/","$0.0001219","-29.18%","$509.28","$74.15 K","$93.28 K","0.001","0.17x","$409.45 K","Jun 4, 2021","BlueZilla","Tron","",""
"Phuture","PHTR","https://icodrops.com/phuture/","$0.0001348","0.70%","$4.33","$13.4 K","$8.4 K","0.3","0.01x","$1.78 M","Jun 4, 2021","Ascensive Assets","FMFW","Moonrock Capital","More Details"
"NiiFi","NIIFI","https://icodrops.com/niifi/","$0.0001314","-1.20%","$1.1","$120.53 K","—","0.045","0.01x","$3.27 M","Jun 2, 2021","A195 Capital","Morningstar Ventures","AU21 Capital","More Details"
"B-cube.ai","BCUBE","https://icodrops.com/b-cube-ai/","$0.001345","-1.89%","$500.97","$66.66 K","$47.49 K","0.6","0.01x","$4.79 M","Jun 1, 2021","","","",""
"Manifold Finance","FOLD","https://icodrops.com/manifold-finance/","$0.03779","5.01%","$48.11","$75.14 K","$75.58 K","3","0.01x","$2.65 M","Jun 1, 2021","Ascensive Assets","Moonrock Capital","Rarestone Capital","More Details"
"Solanium","SLIM","https://icodrops.com/solanium/","$0.004539","-3.94%","$1.86 K","$540.5 K","$453.9 K","0.2","0.02x","$3.54 M","Jun 1, 2021","Rarestone Capital","TRGC","Genblock Capital","More Details"
"Charged Particles","IONX","https://icodrops.com/charged-particles/","$0.0001109","","$1.96","$7.16 K","$11.09 K","0.2","0.01x","$1.95 M","May 31, 2021","CoinGecko Ventures","gmoney","HashKey Capital","More Details"
"Mina Protocol","MINA","https://icodrops.com/coda-protocol/","$0.06266","-3.09%","$3.02 M","$80.66 M","$80.66 M","0.25","0.25x","$140.15 M","May 31, 2021","Brevan Howard","Electric Capital","Multicoin Capital","More Details"
"BlackPool Token","BPT","https://icodrops.com/blackpool-token/","$0.002346","-1.16%","$2.94","$88.09 K","$52.47 K","—","—","$6 M","May 28, 2021","Delphi Digital (Delphi Labs)","BITKRAFT Ventures","Fabric Ventures","More Details"
"Spell Token","","https://icodrops.com/spell-token/","$0.00008172","-2.34%","$860.37 K","$16.02 M","$15.96 M","—","—","$1.21 M","May 28, 2021","Arbitrum Foundation","","",""
"Virtue Poker","VPP","https://icodrops.com/virtue-poker/","$0.00005525","-37.81%","$29.22","$27.62 K","$5.91 K","0.13","0.01x","$250 K","May 28, 2021","Pantera Capital","ConsenSys","Fenbushi Capital","More Details"
"Kalmar","KALM","https://icodrops.com/kalmar/","$0.08999","10479.00%","$0.9","$856.7 K","$769.41 K","2","0.04x","$2.9 M","May 27, 2021","A195 Capital","3Commas","AU21 Capital","More Details"
"Nftfy","NFTFY","https://icodrops.com/nftfy/","$0.001047","0.09%","$8.21","$104.7 K","$49.21 K","0.4","0.01x","$2.82 M","May 27, 2021","AU21 Capital","Lotus capital","Magnus Capital","More Details"
"Fear NFT Games","FEAR","https://icodrops.com/fear-nft-games/","$0.00003215","0.58%","$15.77","$27.97 K","$569.55","0.1","0.01x","$1.24 M","May 27, 2021","DAO Maker","","",""
"dotmoovs","MOOV","https://icodrops.com/dotmoovs/","$0.0003348","-1.85%","$27.02 K","$334.8 K","$244.8 K","0.004","0.08x","$1 M","May 25, 2021","Ascensive Assets","Moonrock Capital","Morningstar Ventures","More Details"
"Manchester City Fan Token","CITY","https://icodrops.com/manchester-city-fan-token/","$0.3608","-2.95%","$425.05 K","$6.81 M","$5.03 M","—","—","—","May 25, 2021","","","",""
"Tulip Protocol","TULIP","https://icodrops.com/tulip-protocol/","$0.02694","-2.02%","$486.94","$109.1 K","$21.96 K","4.17","0.01x","$5 M","May 24, 2021","Amber Group","CMS Holdings","Jump Capital","More Details"
"Media Industry Licensing Content","MLT","https://icodrops.com/media-industry-licensing-content/","$0.001725","-3.20%","$903.61","$345 K","$214.63 K","0.09","0.02x","$4.54 M","May 20, 2021","MV Global","x21 Digital","Titans Ventures","More Details"
"YooShi","YOOSHI","https://icodrops.com/yooshi/","$0","-1.32%","$119.67","$2.19 M","$799.02 K","—","0.02x","—","May 18, 2021","","","",""
"GeroWallet","GERO","https://icodrops.com/gerowallet/","$0.00006856","-87.99%","$28.28","$217.75 K","—","0.008","0.01x","$1.28 M","May 18, 2021","PARSIQ","AADA Finance","ADA Handle","More Details"
"Metis","METIS","https://icodrops.com/metis/","$2.63","-5.07%","$1.56 M","$26.8 M","$20.77 M","5","0.52x","$5.05 M","May 18, 2021","Chain Capital","Waterdrip Capital","AC Capital","More Details"
"Convex Finance","","https://icodrops.com/convex-finance/","$2.238","-0.85%","$4.56 M","$142.66 M","$223.04 M","—","—","—","May 17, 2021","","","",""
"Relite.finance","RELI","https://icodrops.com/relite-finance/","$0.0001749","0.48%","$34","$11.86 K","$12.42 K","0.045","0.01x","$2.01 M","May 17, 2021","A195 Capital","Rarestone Capital","Spark Digital Capital","More Details"
"Ispolink","ISP","https://icodrops.com/ispolink/","$0.00002753","-1.23%","$3.42 K","$276.9 K","$222.7 K","0.0016","0.02x","$3.51 M","May 17, 2021","AU21 Capital","Gate.io","Genblock Capital","More Details"
"ColdStack","CLS","https://icodrops.com/coldstack/","$0.005154","0.01%","$4.04 K","$342.62 K","$121.19 K","1.39","0.01x","$2.85 M","May 15, 2021","Morningstar Ventures","Spark Digital Capital","Vendetta Capital","More Details"
"TheForce Trade","FOC","https://icodrops.com/theforce-trade/","$0.0002233","-1.25%","$54.57","$99.9 K","$17.91 K","0.3","0.01x","$3.59 M","May 15, 2021","Moonwhale Ventures","7 O'Clock Capital","Ape Capital","More Details"
"Don-key","DON","https://icodrops.com/don-key/","$0.001245","-54.00%","$23.84","$16.84 K","$118.96 K","0.12","0.01x","$2.37 M","May 14, 2021","Morningstar Ventures","Spark Digital Capital","AU21 Capital","More Details"
"Polkaswap","PSWAP","https://icodrops.com/polkaswap/","$0.0003358","-3.00%","$1.39 K","$1.15 M","$1.16 M","—","—","—","May 14, 2021","","","",""
"PolkaRare","PRARE","https://icodrops.com/polkarare/","$0.0002868","-0.76%","$1.14 K","$532.5 K","$3.26 K","0.1","0.01x","$2.2 M","May 11, 2021","Moonrock Capital","Morningstar Ventures","OKX Ventures","More Details"
"PrivacySwap","PRV","https://icodrops.com/privacyswap/","$0.4441","-1.27%","$44.11","$303.84 K","—","—","0.01x","$1 M","May 11, 2021","","","",""
"Loser Coin","LOWB","https://icodrops.com/loser-coin/","$0.00000034","-1.45%","$3.17","$12.06 K","$20.5 K","0.0003","0.01x","$300 K","May 11, 2021","","","",""
"Casper","CSPR","https://icodrops.com/casperlabs/","$0.002709","-3.19%","$1.16 M","$52.57 M","$45.35 M","0.015","0.18x","$74.8 M","May 11, 2021","Arrington Capital","HashKey Capital","Woodstock Fund","More Details"
"DFINITY","ICP","https://icodrops.com/dfinity/","$2.388","-2.59%","$23.32 M","$1.24 B","$1.33 B","4.58","0.52x","$167.2 M","May 11, 2021","Andreessen Horowitz (a16z)","Multicoin Capital","Polychain Capital","More Details"
"CateCoin","CATE","https://icodrops.com/catecoin/","$0.00000012","-15.34%","$17.44 K","$7.2 M","$6.87 M","0.000005","0.02x","$175.08 K","May 10, 2021","","","",""
"CryptoBlades","SKILL","https://icodrops.com/cryptoblades/","$0.08499","-1.60%","$12.69","$64.21 K","$67.78 K","110","0.01x","$405 K","May 10, 2021","","","",""
"My DeFi Pet","DPET","https://icodrops.com/my-defi-pet/","$0.0001964","-8.83%","$25.81","$19.57 K","$8.48 K","0.08","0.01x","$1 M","May 8, 2021","OKX Ventures","Spark Digital Capital","Animoca Brands","More Details"
"Omni Consumer Protocol","OCP","https://icodrops.com/omni-consumer-protocol/","$0.00000083","-1.49%","$1.16","$79","$24.31","0.1","0.01x","$1.38 M","May 5, 2021","","","",""
"Chia","","https://icodrops.com/chia/","$1.41","-2.08%","$2.25 M","$50.45 M","$20.32 M","—","—","$69.69 M","May 4, 2021","Andreessen Horowitz (a16z)","IDEO CoLab Ventures","DCM Ventures","More Details"
"Rally","RLY","https://icodrops.com/rally/","$0.00001645","-44.63%","$11.19 K","$246.75 K","$99.51 K","0.55","0.01x","$56.83 M","May 4, 2021","1confirmation","Andreessen Horowitz (a16z)","Balaji Srinivasan","More Details"
"Smooth Love Potion","","https://icodrops.com/smooth-love-potion/","$0.0006144","-1.13%","$1.56 M","$19.11 M","$22.33 M","—","0.01x","—","May 2, 2021","","","",""
"Maple","MPL","https://icodrops.com/maple/","$0.3829","-1.09%","$17.18","$3.83 M","$1.69 M","5","0.08x","$8.9 M","May 2, 2021","Framework Ventures","Polychain Capital","BitScale Capital","More Details"
